image_id,label,class_1.0,class_2.0,class_3.0,class_4.0,class_5.0,class_6.0,class_7.0
0.jpeg,0,0,0,0,0,0,0,0
1.jpg,0,0,0,0,0,0,0,0
4.jpeg,0,0,0,0,0,0,0,0
5.jpg,0,0,0,0,0,0,0,0
7.jpg,0,0,0,0,0,0,0,0
8.jpg,0,0,0,0,0,0,0,0
9.jpg,0,0,0,0,0,0,0,0
11.jpg,0,0,0,0,0,0,0,0
12.jpg,0,0,0,0,0,0,0,0
13.jpg,0,0,0,0,0,0,0,0
14.jpg,0,0,0,0,0,0,0,0
15.jpg,0,0,0,0,0,0,0,0
17.jpg,0,0,0,0,0,0,0,0
18.jpg,0,0,0,0,0,0,0,0
19.jpg,0,0,0,0,0,0,0,0
21.jpg,0,0,0,0,0,0,0,0
25.jpg,0,0,0,0,0,0,0,0
26.jpg,0,0,0,0,0,0,0,0
27.jpg,0,0,0,0,0,0,0,0
28.jpg,0,0,0,0,0,0,0,0
29.jpg,0,0,0,0,0,0,0,0
30.jpg,0,0,0,0,0,0,0,0
31.jpg,0,0,0,0,0,0,0,0
32.jpg,0,0,0,0,0,0,0,0
33.jpg,0,0,0,0,0,0,0,0
34.jpg,0,0,0,0,0,0,0,0
35.jpg,0,0,0,0,0,0,0,0
36.jpg,0,0,0,0,0,0,0,0
37.jpg,0,0,0,0,0,0,0,0
38.jpeg,0,0,0,0,0,0,0,0
39.jpg,0,0,0,0,0,0,0,0
41.jpg,0,0,0,0,0,0,0,0
42.jpg,0,0,0,0,0,0,0,0
43.jpg,0,0,0,0,0,0,0,0
45.jpg,0,0,0,0,0,0,0,0
48.jpg,0,0,0,0,0,0,0,0
49.jpg,0,0,0,0,0,0,0,0
51.jpg,0,0,0,0,0,0,0,0
52.jpg,0,0,0,0,0,0,0,0
53.jpg,0,0,0,0,0,0,0,0
54.jpg,0,0,0,0,0,0,0,0
58.jpg,0,0,0,0,0,0,0,0
59.jpg,0,0,0,0,0,0,0,0
60.jpeg,0,0,0,0,0,0,0,0
61.jpeg,0,0,0,0,0,0,0,0
62.jpg,0,0,0,0,0,0,0,0
64.jpg,0,0,0,0,0,0,0,0
65.jpg,0,0,0,0,0,0,0,0
66.jpg,0,0,0,0,0,0,0,0
67.jpg,0,0,0,0,0,0,0,0
68.jpg,0,0,0,0,0,0,0,0
69.jpg,0,0,0,0,0,0,0,0
72.jpg,0,0,0,0,0,0,0,0
73.jpg,0,0,0,0,0,0,0,0
74.jpg,0,0,0,0,0,0,0,0
75.jpg,0,0,0,0,0,0,0,0
77.jpg,0,0,0,0,0,0,0,0
78.jpg,0,0,0,0,0,0,0,0
79.jpg,0,0,0,0,0,0,0,0
80.jpg,0,0,0,0,0,0,0,0
81.jpg,0,0,0,0,0,0,0,0
82.jpg,0,0,0,0,0,0,0,0
83.jpeg,0,0,0,0,0,0,0,0
85.jpg,0,0,0,0,0,0,0,0
86.jpg,0,0,0,0,0,0,0,0
87.jpeg,0,0,0,0,0,0,0,0
90.png,0,0,0,0,0,0,0,0
91.jpg,0,0,0,0,0,0,0,0
93.jpg,0,0,0,0,0,0,0,0
94.jpg,0,0,0,0,0,0,0,0
96.jpeg,0,0,0,0,0,0,0,0
97.jpg,0,0,0,0,0,0,0,0
99.jpg,0,0,0,0,0,0,0,0
100.jpg,0,0,0,0,0,0,0,0
102.jpg,0,0,0,0,0,0,0,0
103.jpg,0,0,0,0,0,0,0,0
104.jpg,0,0,0,0,0,0,0,0
105.jpg,0,0,0,0,0,0,0,0
106.jpg,0,0,0,0,0,0,0,0
107.jpg,0,0,0,0,0,0,0,0
109.png,0,0,0,0,0,0,0,0
110.jpg,0,0,0,0,0,0,0,0
111.jpg,0,0,0,0,0,0,0,0
113.jpg,0,0,0,0,0,0,0,0
114.jpg,0,0,0,0,0,0,0,0
115.jpeg,0,0,0,0,0,0,0,0
116.jpg,0,0,0,0,0,0,0,0
117.jpg,0,0,0,0,0,0,0,0
118.jpg,0,0,0,0,0,0,0,0
119.jpg,0,0,0,0,0,0,0,0
120.jpg,0,0,0,0,0,0,0,0
121.jpg,0,0,0,0,0,0,0,0
122.jpg,0,0,0,0,0,0,0,0
123.jpg,0,0,0,0,0,0,0,0
124.jpg,0,0,0,0,0,0,0,0
125.jpg,0,0,0,0,0,0,0,0
126.jpg,0,0,0,0,0,0,0,0
128.jpg,0,0,0,0,0,0,0,0
131.jpeg,0,0,0,0,0,0,0,0
132.jpg,0,0,0,0,0,0,0,0
133.jpeg,0,0,0,0,0,0,0,0
134.jpeg,0,0,0,0,0,0,0,0
136.jpg,0,0,0,0,0,0,0,0
137.jpg,0,0,0,0,0,0,0,0
138.jpg,0,0,0,0,0,0,0,0
139.jpg,0,0,0,0,0,0,0,0
140.jpg,0,0,0,0,0,0,0,0
141.jpg,0,0,0,0,0,0,0,0
143.jpg,0,0,0,0,0,0,0,0
144.png,0,0,0,0,0,0,0,0
145.jpg,0,0,0,0,0,0,0,0
146.jpg,0,0,0,0,0,0,0,0
147.png,0,0,0,0,0,0,0,0
148.jpg,0,0,0,0,0,0,0,0
149.jpg,0,0,0,0,0,0,0,0
150.jpeg,0,0,0,0,0,0,0,0
151.jpg,0,0,0,0,0,0,0,0
152.jpg,0,0,0,0,0,0,0,0
154.jpg,0,0,0,0,0,0,0,0
155.jpg,0,0,0,0,0,0,0,0
156.jpg,0,0,0,0,0,0,0,0
158.jpeg,0,0,0,0,0,0,0,0
159.jpeg,0,0,0,0,0,0,0,0
160.jpg,0,0,0,0,0,0,0,0
161.jpg,0,0,0,0,0,0,0,0
162.jpg,0,0,0,0,0,0,0,0
163.jpg,0,0,0,0,0,0,0,0
164.jpg,0,0,0,0,0,0,0,0
165.jpg,0,0,0,0,0,0,0,0
167.jpeg,0,0,0,0,0,0,0,0
168.jpg,0,0,0,0,0,0,0,0
169.jpg,0,0,0,0,0,0,0,0
170.jpeg,0,0,0,0,0,0,0,0
171.jpg,0,0,0,0,0,0,0,0
172.jpg,0,0,0,0,0,0,0,0
175.jpg,0,0,0,0,0,0,0,0
176.jpg,0,0,0,0,0,0,0,0
177.jpg,0,0,0,0,0,0,0,0
178.jpg,0,0,0,0,0,0,0,0
179.jpg,0,0,0,0,0,0,0,0
181.jpg,0,0,0,0,0,0,0,0
182.png,0,0,0,0,0,0,0,0
183.jpg,0,0,0,0,0,0,0,0
186.jpg,0,0,0,0,0,0,0,0
187.jpg,0,0,0,0,0,0,0,0
188.jpg,0,0,0,0,0,0,0,0
189.jpg,0,0,0,0,0,0,0,0
190.jpg,0,0,0,0,0,0,0,0
191.png,0,0,0,0,0,0,0,0
192.jpg,0,0,0,0,0,0,0,0
193.jpg,0,0,0,0,0,0,0,0
194.jpg,0,0,0,0,0,0,0,0
195.jpg,0,0,0,0,0,0,0,0
197.jpg,0,0,0,0,0,0,0,0
198.jpg,0,0,0,0,0,0,0,0
199.jpg,0,0,0,0,0,0,0,0
201.jpg,0,0,0,0,0,0,0,0
203.jpg,0,0,0,0,0,0,0,0
204.jpg,0,0,0,0,0,0,0,0
205.jpg,0,0,0,0,0,0,0,0
206.jpg,0,0,0,0,0,0,0,0
207.jpg,0,0,0,0,0,0,0,0
208.jpg,0,0,0,0,0,0,0,0
209.jpg,0,0,0,0,0,0,0,0
210.jpg,0,0,0,0,0,0,0,0
211.jpg,0,0,0,0,0,0,0,0
212.jpg,0,0,0,0,0,0,0,0
213.jpg,0,0,0,0,0,0,0,0
214.jpg,0,0,0,0,0,0,0,0
216.jpg,0,0,0,0,0,0,0,0
217.jpg,0,0,0,0,0,0,0,0
218.jpg,0,0,0,0,0,0,0,0
219.jpg,0,0,0,0,0,0,0,0
